url_names
http://www.bbc.com/
http://www.bbc.com/accessibility/
https://account.bbc.com/account?ptrt=http%3A%2F%2Fwww.bbc.com%2F
http://www.bbc.com/news
http://www.bbc.com/sport/
http://www.bbc.com/weather/
http://shop.bbc.com/
http://www.bbc.com/earth/
http://www.bbc.com/travel/
http://www.bbc.com/capital/
http://www.bbc.com/iplayer/
http://www.bbc.com/culture/
http://www.bbc.com/autos/
http://www.bbc.com/future/
http://www.bbc.com/tv/
http://www.bbc.com/radio/
http://www.bbc.com/cbbc
http://www.bbc.com/cbeebies
http://www.bbc.com/food/
http://www.bbc.com/iwonder
http://www.bbc.com/education
http://www.bbc.com/music/
http://www.bbc.com/arts/
http://www.bbc.com/makeitdigital
http://www.bbc.com/taster
